Day,Visitor type,Site member,Traffic category,Traffic source,Traffic source URL,UTM campaign source,UTM campaign medium,UTM campaign name,UTM campaign content,UTM campaign keywords,UTM Wix campaign,Page path,Page URL,Country,Region,City,Postal code,Device type,Browser,Browser version,Operating system,IP address,Is the first page viewed (Yes / No),Is the last page viewed (Yes / No),Next page viewed,Previous page viewed,Page views,Site sessions,Unique visitors,Bounce rate,Page exit rate,Avg. session duration,Avg. time on page,Avg. pages per session
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/contact-us,3,1,1,0.00%,0.00%,58m 14s,4m 32s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/,3,3,1,0.00%,0.00%,18m 02s,32s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/,/,3,1,1,0.00%,0.00%,1h 20m 51s,1m 19s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/offers,/services,3,2,1,0.00%,0.00%,45m 05s,9s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/contact-us,3,1,1,0.00%,0.00%,1h 46m 28s,14s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/,/,3,1,1,0.00%,0.00%,1h 20m 51s,1m 15s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/jobs,/business-directory,3,1,1,0.00%,0.00%,1h 46m 28s,8s,1
2024-05-14,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,Yes,,,3,2,1,50.00%,100.00%,20m 55s,,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/,3,1,1,0.00%,0.00%,51m 58s,9s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/services,3,1,1,0.00%,0.00%,43m 40s,1m 52s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,3,1,1,0.00%,0.00%,58m 14s,7m 09s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/offers,/cart-page,3,1,1,0.00%,0.00%,1h 46m 28s,4m 56s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/about-us,3,2,2,0.00%,0.00%,1h 09m 52s,5s,1
2024-05-22,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/,3,2,1,50.00%,100.00%,10m 25s,,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,3,1,1,0.00%,0.00%,2h 10m 49s,2s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/business-directory,3,1,1,0.00%,0.00%,1h 51m 04s,2s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/services,/faq,3,1,1,0.00%,0.00%,42m 54s,2m 43s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/email-marketing,https://schaumburgmarketplace.net/email-marketing,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/,3,2,1,0.00%,0.00%,47m 00s,21s,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,No,No,/news-1,/jobs,3,1,1,0.00%,0.00%,30m 00s,7m 29s,1
2024-05-13,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,Yes,,,3,2,1,100.00%,100.00%,3s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,No,/jobs,,3,1,1,0.00%,0.00%,18m 17s,33s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/services,3,1,1,0.00%,0.00%,3m 50s,1m 19s,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/faq,/offers,3,1,1,0.00%,0.00%,42m 54s,25s,1
2024-05-15,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Mobile,Safari,16.6,iOS,98.206.217.54,No,Yes,,/events,3,1,1,0.00%,100.00%,17m 01s,,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients-1,https://schaumburgmarketplace.net/clients-1,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients-1-1,/about-us,3,1,1,0.00%,0.00%,47m 23s,6m 33s,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,No,No,/services,/services,3,1,1,0.00%,0.00%,30m 00s,3s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/team,https://schaumburgmarketplace.net/team,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients,3,1,1,0.00%,0.00%,47m 23s,3s,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,380001,Desktop,Chrome,124.0.0.0,Windows,103.228.144.252,No,No,/business-directory,/portfolio,3,1,1,0.00%,0.00%,1m 40s,3s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/contact-us,2,1,1,0.00%,0.00%,54m 10s,20m 03s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/client,,2,1,1,0.00%,0.00%,1h 51m 04s,4s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/events,/events,2,1,1,0.00%,0.00%,1h 20m 51s,21s,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,India,GJ,Ahmedabad,380001,Desktop,Chrome,124.0.0.0,Windows,103.228.144.252,Yes,No,/portfolio,,2,1,1,0.00%,0.00%,1m 40s,10s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/services,/services,2,1,1,0.00%,0.00%,8m 36s,7s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,2,1,1,0.00%,0.00%,51m 58s,6s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/,2,1,1,0.00%,0.00%,43m 40s,24m 33s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/offers,/offers,2,1,1,0.00%,0.00%,8m 36s,43s,1
2024-05-21,New,No,Referral,editor.wix.com,https://editor.wix.com/,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,India,GJ,Ahmedabad,382350,Desktop,Chrome,124.0.0.0,Windows,103.85.9.27,No,Yes,,/client,2,1,1,0.00%,100.00%,9m 04s,,2
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/,2,2,1,0.00%,0.00%,11m 42s,2m 13s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/home,2,2,2,0.00%,0.00%,26m 49s,2m 29s,1
2024-05-14,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/testimonials,/testimonials,2,1,1,0.00%,0.00%,34m 18s,8m 50s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,No,/contact-us,,2,1,1,0.00%,0.00%,21m 53s,6s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/services,2,1,1,0.00%,0.00%,2h 14m 53s,28m 23s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients,2,1,1,0.00%,0.00%,33m 16s,52s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/testimonials,https://schaumburgmarketplace.net/testimonials,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/jobs,2,1,1,0.00%,100.00%,18m 17s,,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,2,1,1,0.00%,0.00%,31m 04s,9s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/about-us,/about-us,2,1,1,0.00%,0.00%,42m 39s,16m 24s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Mobile,Chrome,125.0.0.0,Android,98.206.217.54,Yes,Yes,,,2,1,1,0.00%,100.00%,6s,,1
2024-05-08,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Palatine,60074,Desktop,Chrome,124.0.0.0,Mac OS,75.22.141.46,No,No,/services,/contact-us,2,1,1,0.00%,0.00%,42m 54s,4m 16s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients,2,1,1,0.00%,0.00%,33m 16s,5s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/faq,https://schaumburgmarketplace.net/faq,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/,2,1,1,0.00%,100.00%,21m 53s,,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/,/,2,1,1,0.00%,0.00%,32m 21s,8s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/events,/,2,1,1,0.00%,0.00%,51m 58s,17s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/about-us,2,1,1,0.00%,0.00%,47m 23s,5m 09s,2
2024-06-03,Returning,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/events,/,2,1,1,0.00%,0.00%,53m 18s,1m 56s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/,/business-directory,2,1,1,0.00%,0.00%,1h 20m 51s,14s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/disclaimer,https://schaumburgmarketplace.net/disclaimer,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/faq,2,1,1,0.00%,0.00%,1h 46m 28s,3s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Bolingbrook,60440,Desktop,Chrome,125.0.0.0,Windows,104.12.224.14,Yes,No,/business-directory,,2,2,1,0.00%,0.00%,5m 44s,42s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/home,/services,2,2,2,0.00%,0.00%,26m 49s,15s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/contact-us,https://schaumburgmarketplace.net/contact-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/offers,2,1,1,0.00%,0.00%,43m 40s,2m 33s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/why-smp,https://schaumburgmarketplace.net/why-smp,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/clients,/clients,2,1,1,0.00%,0.00%,58m 14s,2m 47s,1
2024-05-17,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,Yes,,/services,2,1,1,0.00%,100.00%,52m 22s,,1
2024-05-09,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/,2,1,1,0.00%,0.00%,1m 05s,11s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/disclaimer,https://schaumburgmarketplace.net/disclaimer,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/about-us,2,1,1,0.00%,0.00%,1h 07m 22s,50s,1
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/news-1,2,2,1,0.00%,0.00%,39m 44s,5s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/clients,https://schaumburgmarketplace.net/clients,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/,/about-us,2,1,1,0.00%,0.00%,33m 16s,5m 01s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/contact-us,2,1,1,0.00%,0.00%,43m 40s,6s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,CA,Unknown,Unknown,Mobile,Chrome,117.0.0.0,Android,166.205.132.20,No,No,/cart-page,/cart-page,2,1,1,0.00%,0.00%,16m 13s,1m 35s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/email-marketing,/,2,1,1,0.00%,0.00%,39m 51s,22s,1
2024-05-08,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/services,/services,2,1,1,0.00%,0.00%,36m 34s,15m 02s,1
2024-05-10,Returning,No,Referral,manage.wix.com,https://manage.wix.com/,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,India,GJ,Ahmedabad,380008,Desktop,Chrome,124.0.0.0,Windows,103.238.107.94,Yes,No,/services,,2,1,1,0.00%,0.00%,30m 00s,38s,2
2024-05-31,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/package-information,/package-information,2,2,1,0.00%,0.00%,39m 44s,37s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/,/services,2,1,1,0.00%,0.00%,51m 58s,37s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/why-smp,/why-smp,2,1,1,0.00%,0.00%,33m 16s,8s,1
2024-05-21,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/services,https://schaumburgmarketplace.net/services,United States,IL,Schaumburg,60193,Desktop,Chrome,124.0.0.0,Windows,98.226.168.103,No,No,/contact-us,/offers,2,1,1,0.00%,0.00%,8m 36s,5s,1
2024-05-14,New,No,Direct,Direct,https://schaumburgmarketplace.net/testimonials,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/,2,1,1,0.00%,0.00%,14m 30s,1m 10s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Edge,125.0.0.0,Windows,98.206.217.54,No,No,/contact-us,/contact-us,2,1,1,0.00%,0.00%,32m 21s,51s,1
2024-05-09,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,Yes,No,/services,,2,1,1,0.00%,0.00%,19m 28s,7s,1
2024-06-03,New,No,Referral,schaumburgmarketplace.com,https://schaumburgmarketplace.com/,_,_,_,_,_,_,/jobs,https://schaumburgmarketplace.net/jobs,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/news-1,/events,2,2,1,0.00%,0.00%,47m 56s,6s,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/business-directory,2,1,1,0.00%,0.00%,31m 04s,41s,1
2024-05-30,New,No,Direct,Direct,https://schaumburgmarketplace.net/copy-of-services,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/about-us,/clients-1,2,1,1,0.00%,0.00%,47m 23s,2s,1
2024-05-30,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60193,Desktop,Chrome,125.0.0.0,Windows,98.206.217.54,No,No,/business-directory,/offers,2,1,1,0.00%,0.00%,1h 46m 28s,7s,1
2024-05-23,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/business-directory,https://schaumburgmarketplace.net/business-directory,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/events,/offers,2,1,1,0.00%,0.00%,31m 04s,27s,1
2024-06-03,New,No,Referral,Google,https://classroom.google.com/,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,MD,Silver Spring,20902,Desktop,Chrome,125.0.0.0,Windows,69.143.114.229,No,No,/business-directory,/business-directory,2,1,1,0.00%,0.00%,1h 20m 51s,27s,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/about-us,https://schaumburgmarketplace.net/about-us,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,Yes,No,/,,2,2,1,0.00%,0.00%,17m 14s,1m 45s,1
2024-05-06,New,No,Direct,Direct,Unknown,_,_,_,_,_,_,/events,https://schaumburgmarketplace.net/events,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,No,/home,/jobs,2,1,1,0.00%,0.00%,51m 58s,9s,1
2024-05-15,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/,https://schaumburgmarketplace.net/,United States,IL,Schaumburg,60194,Desktop,Edge,124.0.0.0,Windows,98.206.217.54,No,Yes,,/offers,2,2,1,0.00%,100.00%,18m 40s,,1
2024-05-10,Returning,No,Direct,Direct,Unknown,_,_,_,_,_,_,/offers,https://schaumburgmarketplace.net/offers,United States,IL,Schaumburg,60194,Desktop,Chrome,124.0.0.0,Windows,98.206.217.54,No,No,/,/events,2,1,1,0.00%,0.00%,21m 04s,12m 48s,1
